sku,brand,existing_info,missing_info,recommended_estimation_method,worth_further_research
kfc-cn-ji-rou-duo-duo-shou-ba-chuan 鸡肉多多手把串（20串）,肯德基,description; xhs_keywords,energy; protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
kfc-cn-chao-su-da-you-yu-chuan 超酥大鱿鱼串,肯德基,description; xhs_keywords,energy; protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
kfc-cn-bao-zhi-san-ning-cha 爆汁三柠茶,肯德基,description; xhs_keywords,energy; protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
kfc-cn-gui-hua-suan-mei-tang 桂花酸梅汤,肯德基,description; xhs_keywords,energy; protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
kfc-cn-qing-liang-lv-dou-yin 清凉绿豆饮,肯德基,description; xhs_keywords,energy; protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
kfc-cn-jiu-long-jin-yu-qing-ru-cha 九龙金玉轻乳茶,肯德基,description; merchant_claim:轻乳（营销标签）; xhs_keywords,energy; protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
kfc-cn-yang-zhi-gan-lu 杨枝甘露,肯德基,description; xhs_keywords,energy; protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
kfc-cn-nong-cui-mei-shi 浓萃美式,肯德基,description; xhs_keywords,energy; protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
kfc-cn-nong-cui-na-tie 浓萃拿铁,肯德基,description; xhs_keywords,energy; protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
kfc-cn-gui-xia-mei-shi 瑰夏美式,肯德基,description; xhs_keywords,energy; protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
kfc-cn-gui-xia-na-tie 瑰夏拿铁,肯德基,description; xhs_keywords,energy; protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
kfc-cn-man-bei-sheng-ye-na-tie 满杯生椰拿铁,肯德基,description; xhs_keywords,energy; protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
kfc-cn-qi-pao-mei-shi 气泡美式,肯德基,description; xhs_keywords,energy; protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
kfc-cn-mei-shi 美式,肯德基,description; xhs_keywords,energy; protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
kfc-cn-na-tie 拿铁,肯德基,description; xhs_keywords,energy; protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
kfc-cn-mo-ka 摩卡,肯德基,description; xhs_keywords,energy; protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
kfc-cn-ka-bu-qi-nuo 卡布奇诺,肯德基,description; xhs_keywords,energy; protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
kfc-cn-jiao-tang-ma-qi-duo 焦糖玛奇朵,肯德基,description; xhs_keywords,energy; protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
kfc-cn-kpro-kao-ji-tui-rou-gu-wu-neng-liang-wan 烤鸡腿肉烤蔬谷物能量碗（黑椒香草）,肯德基,description; merchant_claim:轻食; 能量碗; KPRO 试行卡路里标注（官方口径，未见公开数据）; xhs_keywords,energy; protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
kfc-cn-kpro-hei-jiao-niu-rou-neng-liang-wan 黑椒牛肉能量碗,肯德基,description; merchant_claim:轻食; 能量碗; xhs_keywords,energy; protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
kfc-cn-kpro-xiang-kao-san-wen-yu-neng-liang-wan 香烤三文鱼能量碗,肯德基,description; merchant_claim:轻食; 能量碗; xhs_keywords,energy; protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
kfc-cn-kpro-niu-you-guo-sha-la 牛油果沙拉,肯德基,description; merchant_claim:轻食; xhs_keywords,energy; protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
kfc-cn-jing-dian-quan-jia-tong 经典全家桶,肯德基,description; combo_components; xhs_keywords,energy; protein; carbs; fat; sodium,component_estimate,yes
kfc-cn-dan-ren-si-jian-tao 单人四件套,肯德基,description; combo_components; xhs_keywords,energy; protein; carbs; fat; sodium,component_estimate,yes
kfc-cn-san-jia-san-tao-can 3+3套餐,肯德基,description; combo_components; xhs_keywords,energy; protein; carbs; fat; sodium,component_estimate,yes
kfc-cn-zhou-mo-feng-kuang-pin-3-plus-1 周末疯狂拼 3+1,肯德基,description; combo_components; xhs_keywords,energy; protein; carbs; fat; sodium,component_estimate,yes
kfc-cn-re-la-xiang-gu-ji-san-jian-tao 热辣香骨鸡三件套,肯德基,description; combo_components; xhs_keywords,energy; protein; carbs; fat; sodium,component_estimate,yes
kfc-cn-xin-orlean-kao-chi-san-jian-tao 新奥尔良烤翅三件套,肯德基,description; combo_components; xhs_keywords,energy; protein; carbs; fat; sodium,component_estimate,yes
kfc-cn-han-bao-dan-ren-can 汉堡单人餐,肯德基,description; combo_components; xhs_keywords,energy; protein; carbs; fat; sodium,component_estimate,yes
kfc-cn-xia-wu-cha-san-jian-tao 下午茶三件套,肯德基,description; combo_components; xhs_keywords,energy; protein; carbs; fat; sodium,component_estimate,yes
kfc-cn-zao-can-san-jian-tao 早餐三件套,肯德基,description; combo_components; xhs_keywords,energy; protein; carbs; fat; sodium,component_estimate,yes
kfc-cn-shi-chi-yi-tong 十翅一桶,肯德基,description; combo_components; xhs_keywords,energy; protein; carbs; fat; sodium,component_estimate,yes
kfc-cn-wang-lin-tong-kuan-tao-can 王林同款套餐（仙逆联名）,肯德基,description; combo_components; xhs_keywords,energy; protein; carbs; fat; sodium,component_estimate,yes
kfc-cn-kuang-huan-chang-xuan-tong 狂欢畅选桶,肯德基,description; combo_components; xhs_keywords,energy; protein; carbs; fat; sodium,component_estimate,yes
lawson-cn-devil-onigiri-original 恶魔的饭团(原味),罗森,description; merchant_claim:日本罗森创销售记录爆红款（上市6天卖120万只）; xhs_keywords,protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
lawson-cn-devil-onigiri-pizza 恶魔的饭团(意式披萨味),罗森,description; xhs_keywords,protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
lawson-cn-devil-onigiri-osaka 恶魔饭团(大阪烧烤味),罗森,description; xhs_keywords,protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
lawson-cn-devil-onigiri-sukiyaki 恶魔饭团(寿喜烧牛肉),罗森,description; xhs_keywords,protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
lawson-cn-korean-bbq-supreme-onigiri 韩式烤肉至尊饭团,罗森,description; xhs_keywords,protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
lawson-cn-wholewheat-smoked-chicken-sandwich 全麦烟熏鸡肉三明治,罗森,description; xhs_keywords,protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
lawson-cn-french-ham-cheese-sandwich 法式火腿芝士三明治,罗森,description; xhs_keywords,protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
lawson-cn-colorful-five-sandwich 缤纷五彩三明治,罗森,description; xhs_keywords,protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
lawson-cn-double-orleans-chicken-fillet-sandwich 双层奥尔良鸡腿排三明治,罗森,description; xhs_keywords,protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
lawson-cn-lowfat-chicken-breast-balls 低脂鸡胸肉丸,罗森,description; merchant_claim:低脂; 高蛋白（营销/UGC口径）; xhs_keywords,protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
lawson-cn-oden-daikon 关东煮 萝卜,罗森,description; merchant_claim:低卡（红榜口径）; xhs_keywords,protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
lawson-cn-oden-kelp 关东煮 昆布/海带结,罗森,description; merchant_claim:低卡（红榜口径）; xhs_keywords,protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
lawson-cn-oden-konjac-knot 关东煮 粉丝结/魔芋丝,罗森,description; merchant_claim:低卡（红榜口径）; xhs_keywords,protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
lawson-cn-oden-shiitake 关东煮 香菇,罗森,description; merchant_claim:低卡（红榜口径）; xhs_keywords,protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
lawson-cn-oden-beef-tendon 关东煮 牛筋串,罗森,description; merchant_claim:低卡（红榜口径）; xhs_keywords,protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
lawson-cn-oden-egg 关东煮 鸡蛋,罗森,description; merchant_claim:低卡（红榜口径）; xhs_keywords,protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
mcd-cn-crispy-bamboo-chicken-wrap 酥酥多笋卷,麦当劳,description; xhs_keywords,energy; protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
mcd-cn-milkshake 奶昔（草莓/香草/朱古力）,麦当劳,description; xhs_keywords,energy; protein; carbs; fat; sodium,xiaohongshu_weighed_search,yes
micun-cn-jiandan-shishu-shiguo-banfan 煎蛋时蔬石锅拌饭,米村拌饭,description; merchant_claim:轻盈又满足; xhs_keywords,energy; protein; carbs; fat; sodium,component_estimate,yes
micun-cn-kaoniurou-shiguo-banfan 烤牛肉石锅拌饭,米村拌饭,description; xhs_keywords,protein; carbs; fat; sodium,component_estimate,yes
micun-cn-mizhi-roujiang-shiguo-banfan 秘制肉酱石锅拌饭,米村拌饭,description; xhs_keywords,energy; protein; carbs; fat; sodium,component_estimate,yes
micun-cn-zhaoshao-jitui-shiguo-banfan 照烧鸡腿肉石锅拌饭,米村拌饭,description; xhs_keywords,protein; carbs; fat; sodium,component_estimate,yes
micun-cn-feiyi-shiguo-banfan 非遗石锅拌饭（基础款/素拌饭）,米村拌饭,description; xhs_keywords,protein; carbs; fat; sodium,component_estimate,yes
micun-cn-kaoniurou-banfan 烤牛肉拌饭,米村拌饭,description; xhs_keywords,protein; carbs; fat; sodium,component_estimate,yes
micun-cn-jinqiangyu-banfan 金枪鱼拌饭,米村拌饭,description; xhs_keywords,protein; carbs; fat; sodium,component_estimate,yes
micun-cn-zhaoshao-jitui-banfan 照烧鸡腿肉拌饭,米村拌饭,description; xhs_keywords,protein; carbs; fat; sodium,component_estimate,yes
micun-cn-gali-niurou-banfan 咖喱牛肉拌饭（咖喱牛肉饭）,米村拌饭,description; xhs_keywords,protein; carbs; fat; sodium,component_estimate,yes
micun-cn-xiezi-shala-banfan 蟹籽沙拉拌饭,米村拌饭,description; xhs_keywords,protein; carbs; fat; sodium,component_estimate,yes
micun-cn-zhishi-roujiang-banfan 芝士肉酱拌饭,米村拌饭,description; xhs_keywords,energy; protein; carbs; fat; sodium,component_estimate,yes
micun-cn-kids-kaoniurou-banfan 儿童烤牛肉拌饭,米村拌饭,description; xhs_keywords,protein; carbs; fat; sodium,component_estimate,yes
micun-cn-kids-jinqiangyu-banfan 儿童金枪鱼拌饭,米村拌饭,description; xhs_keywords,protein; carbs; fat; sodium,component_estimate,yes
micun-cn-kids-zhaoshao-jitui-banfan 儿童照烧鸡腿肉拌饭,米村拌饭,description; xhs_keywords,energy; protein; carbs; fat; sodium,component_estimate,yes
micun-cn-kids-kaoniurou-shouzhuafan 儿童烤牛肉手抓饭,米村拌饭,description; xhs_keywords,energy; protein; carbs; fat; sodium,component_estimate,yes
micun-cn-kids-jinqiangyu-shouzhuafan 儿童金枪鱼手抓饭,米村拌饭,description; xhs_keywords,energy; protein; carbs; fat; sodium,component_estimate,yes
micun-cn-light-niuyouguo-shishu 牛油果时蔬轻食拌饭,米村拌饭,description; merchant_claim:轻食; 健康饮食; 干净饮食; 饱腹少负担; 轻食也丰富; xhs_keywords,protein; carbs; fat; sodium,component_estimate,yes
micun-cn-light-jituirou-niuyouguo 鸡腿肉牛油果轻食拌饭（媒体口径：照烧鸡腿肉款）,米村拌饭,description; merchant_claim:轻食; 健康饮食; 干净饮食; 饱腹少负担; 轻食也丰富; xhs_keywords,protein; carbs; fat; sodium,component_estimate,yes
micun-cn-light-jinqiangyu-niuyouguo 金枪鱼牛油果轻食拌饭,米村拌饭,description; merchant_claim:轻食; 健康饮食; 干净饮食; 饱腹少负担; 轻食也丰富; xhs_keywords,protein; carbs; fat; sodium,component_estimate,yes
micun-cn-light-kaoniurou-niuyouguo 烤牛肉牛油果轻食拌饭,米村拌饭,description; merchant_claim:轻食; 健康饮食; 干净饮食; 饱腹少负担; 轻食也丰富; xhs_keywords,protein; carbs; fat; sodium,component_estimate,yes
micun-cn-shiban-jidan 石板鸡蛋,米村拌饭,description; xhs_keywords,protein; carbs; fat; sodium,component_estimate,yes
micun-cn-shiban-roujiang-doufu 石板肉酱豆腐（UGC 亦记作石板豆腐/铁板豆腐）,米村拌饭,description; xhs_keywords,protein; carbs; fat; sodium,component_estimate,yes
micun-cn-roumo-qiezi-bao 肉末茄子煲,米村拌饭,description; xhs_keywords,energy; protein; carbs; fat; sodium,component_estimate,yes
micun-cn-zhishi-niangao-ji 芝士年糕鸡,米村拌饭,description; xhs_keywords,protein; carbs; fat; sodium,component_estimate,yes
micun-cn-xiangla-xiaochao-niurou 香辣小炒牛肉,米村拌饭,description; xhs_keywords,energy; protein; carbs; fat; sodium,component_estimate,yes
micun-cn-roumo-suan-doujiao 肉末酸豆角,米村拌饭,description; xhs_keywords,energy; protein; carbs; fat; sodium,component_estimate,yes
micun-cn-suancai-shao-feichang 酸菜烧肥肠,米村拌饭,description; xhs_keywords,energy; protein; carbs; fat; sodium,component_estimate,yes
micun-cn-roumo-doufu 肉末豆腐,米村拌饭,description; xhs_keywords,energy; protein; carbs; fat; sodium,component_estimate,yes
micun-cn-wuhuarou-jian-suancai 五花肉煎酸菜,米村拌饭,description; xhs_keywords,protein; carbs; fat; sodium,component_estimate,yes
micun-cn-zhishi-yumi 芝士玉米,米村拌饭,description; xhs_keywords,protein; carbs; fat; sodium,component_estimate,yes
micun-cn-zhaopai-feiniu-guo 招牌肥牛锅（UGC 记作安格斯肥牛）,米村拌饭,description; xhs_keywords,protein; carbs; fat; sodium,component_estimate,yes
micun-cn-shao-niurou-dun-tudou 烧牛肉炖土豆（UGC 亦记作土豆炖牛肉/炖牛肉炖土豆）,米村拌饭,description; xhs_keywords,protein; carbs; fat; sodium,component_estimate,yes
micun-cn-lamen-mingtaiyu 辣焖明太鱼（UGC 亦记作辣闷明太鱼）,米村拌饭,description; xhs_keywords,protein; carbs; fat; sodium,component_estimate,yes
micun-cn-lamen-xiao-surou 辣焖小酥肉,米村拌饭,description; xhs_keywords,protein; carbs; fat; sodium,component_estimate,yes
micun-cn-wuhuarou-paocai-guo 五花肉泡菜锅,米村拌饭,description; xhs_keywords,protein; carbs; fat; sodium,component_estimate,yes
micun-cn-jingdian-sanbei-ji 经典三杯鸡,米村拌饭,description; xhs_keywords,energy; protein; carbs; fat; sodium,component_estimate,yes
micun-cn-jituirou-dun-tudou 鸡腿肉炖土豆,米村拌饭,description; xhs_keywords,energy; protein; carbs; fat; sodium,component_estimate,yes
micun-cn-gududu-heiya-bao 咕嘟嘟黑鸭煲,米村拌饭,description; xhs_keywords,energy; protein; carbs; fat; sodium,component_estimate,yes
micun-cn-shiguo-dajiang-tang 石锅大酱汤,米村拌饭,description; xhs_keywords,protein; carbs; fat; sodium,component_estimate,yes
micun-cn-dun-niurou-tang 炖牛肉汤,米村拌饭,description; xhs_keywords,protein; carbs; fat; sodium,component_estimate,yes
micun-cn-xiangla-youyu 香辣鱿鱼（UGC 亦记作石板鱿鱼）,米村拌饭,description; xhs_keywords,protein; carbs; fat; sodium,component_estimate,yes
micun-cn-xiangjian-qinghuayu 香煎青花鱼,米村拌饭,description; xhs_keywords,protein; carbs; fat; sodium,component_estimate,yes
micun-cn-chaoxianzu-michang 朝鲜族米肠（UGC 亦记作米肠）,米村拌饭,description; xhs_keywords,protein; carbs; fat; sodium,component_estimate,yes
micun-cn-hongshao-shenhai-xueyu 红烧深海鳕鱼,米村拌饭,description; xhs_keywords,energy; protein; carbs; fat; sodium,component_estimate,yes
micun-cn-fengwei-zhaji 风味炸鸡,米村拌饭,description; xhs_keywords,protein; carbs; fat; sodium,component_estimate,yes
micun-cn-tengjiao-xiao-surou 藤椒小酥肉,米村拌饭,description; xhs_keywords,protein; carbs; fat; sodium,component_estimate,yes
micun-cn-jiangxiang-niurou-li 酱香牛肉粒,米村拌饭,description; xhs_keywords,protein; carbs; fat; sodium,component_estimate,yes
micun-cn-shiguo-caixin 石锅菜心,米村拌饭,description; xhs_keywords,energy; protein; carbs; fat; sodium,component_estimate,yes
micun-cn-add-jidan 单加煎蛋（可生食鸡蛋）,米村拌饭,description; xhs_keywords,carbs; fat; sodium,component_estimate,yes
micun-cn-add-bocai 单加菠菜,米村拌饭,description; xhs_keywords,protein; carbs; fat; sodium,component_estimate,yes
micun-cn-add-xingbaogu 单加杏鲍菇,米村拌饭,description; xhs_keywords,protein; carbs; fat; sodium,component_estimate,yes
micun-cn-add-yumili 单加甜玉米粒,米村拌饭,description; xhs_keywords,protein; carbs; fat; sodium,component_estimate,yes
micun-cn-add-jinqiangyu 单加水浸金枪鱼,米村拌饭,description; xhs_keywords,protein; carbs; fat; sodium,component_estimate,yes
micun-cn-add-huluobo 单加胡萝卜,米村拌饭,description; xhs_keywords,energy; protein; carbs; fat; sodium,component_estimate,yes
micun-cn-add-haitai-sui 单加芝麻海苔碎,米村拌饭,description; xhs_keywords,protein; carbs; fat; sodium,component_estimate,yes
micun-cn-bai-mifan 白米饭（五常稻花香米）,米村拌饭,description; xhs_keywords,protein; carbs; fat; sodium,component_estimate,yes
micun-cn-wugu-zaliang-fan 五谷杂粮饭（轻食系列主食）,米村拌饭,description; xhs_keywords,protein; carbs; fat; sodium,component_estimate,yes
micun-cn-shanquan-da-lengmian 山泉大冷面（UGC 记作冷面）,米村拌饭,description; xhs_keywords,protein; carbs; fat; sodium,component_estimate,yes
micun-cn-haidai-tang 海带汤（外卖名：解腻海菜汤）,米村拌饭,description; xhs_keywords,energy; protein; carbs; fat; sodium,component_estimate,yes
micun-cn-labaicai-paocai 辣白菜 / 泡菜（免费小菜）,米村拌饭,description; xhs_keywords,energy; protein; carbs; fat; sodium,component_estimate,yes
micun-cn-combo-jinqiangyu-haicaitang-labaicai 金枪鱼拌饭+解腻海菜汤+辣白菜 单人餐,米村拌饭,description; combo_components; xhs_keywords,energy; protein; carbs; fat; sodium,component_estimate,yes
micun-cn-combo-zhaoshao-jitui-haicaitang-labaicai 照烧鸡腿肉拌饭+解腻海菜汤+辣白菜 单人餐,米村拌饭,description; combo_components; xhs_keywords,energy; protein; carbs; fat; sodium,component_estimate,yes
micun-cn-combo-feiyi-shiguo-haicaitang 非遗石锅拌饭+解腻海菜汤 单人餐,米村拌饭,description; combo_components; xhs_keywords,energy; protein; carbs; fat; sodium,component_estimate,yes
micun-cn-diy-pinhaofan-fitness-bowl 健身圈『拼好饭』DIY 组合（儿童金枪鱼拌饭不放酱 + 玉米粒换菠菜 + 3份菠菜 + 1煎蛋）,米村拌饭,description; combo_components; xhs_keywords,protein; carbs; fat; sodium,component_estimate,yes
shaye-cn-xiangjian-jixiong-limai-zaliang-wan 香煎鸡胸藜麦杂粮碗（外卖亦作『烤鸡胸藜麦杂粮碗/鸡胸肉杂粮碗』）,沙野轻食,description; merchant_claim:外卖平台标注380-480大卡/份（AIGC文转述，未直接抓取，blocked）; 低卡/减脂标签; xhs_keywords,protein; carbs; fat; sodium,component_estimate,yes
shaye-cn-boyan-kao-shouqiangtui-zaliang-wan 薄盐烤手枪腿杂粮碗,沙野轻食,description; merchant_claim:整体热量约400-450大卡、脂肪<15g、蛋白约30g（AIGC转述）; 薄盐腌制、低负担; xhs_keywords,protein; carbs; fat; sodium,component_estimate,yes
shaye-cn-taishi-dabao-jixiongruo-sui-culiang-wan 泰式打抛鸡胸肉碎粗粮碗,沙野轻食,description; merchant_claim:约350大卡/份（AIGC转述）; 清淡、低负担; xhs_keywords,protein; carbs; fat; sodium,component_estimate,yes
shaye-cn-heijiao-niurou-sanmingzhi 黑椒牛肉三明治,沙野轻食,description; merchant_claim:单份热量控制在350-400大卡（AIGC转述）; 低脂高蛋白; xhs_keywords,protein; carbs; fat; sodium,component_estimate,yes
shaye-cn-shuizhu-dan-jialiao 水煮蛋（加料）,沙野轻食,description; xhs_keywords,sodium,component_estimate,yes
shaye-cn-jixiongruo-jialiao 鸡胸肉加料,沙野轻食,description; merchant_claim:加一份鸡胸肉≈150大卡（AIGC转述）; xhs_keywords,protein; carbs; fat; sodium,component_estimate,yes
shaye-cn-xiaren-jialiao 虾仁加料,沙野轻食,description; merchant_claim:虾仁+24~80大卡/份（AIGC口径不一）; xhs_keywords,protein; carbs; fat; sodium,component_estimate,yes
shaye-cn-jingdian-jixiongruo-shala 经典鸡胸肉沙拉,沙野轻食,description; merchant_claim:嫩烤鸡胸肉约162大卡/份（AIGC转述，指蛋白部分）; 基础款80-150千卡（无酱无主食口径）; 低糖低油低盐高纤维; xhs_keywords,energy; protein; carbs; fat; sodium,component_estimate,yes
shaye-cn-zhaopai-niupai-shala 招牌牛排沙拉,沙野轻食,description; merchant_claim:约400大卡/份、蛋白质约35g（AIGC转述）; 32元; xhs_keywords,energy; protein; carbs; fat; sodium,component_estimate,yes
shaye-cn-tengjiao-jituirou-xilie 藤椒鸡腿肉系列（沙拉/卷）,沙野轻食,description; merchant_claim:约208大卡/份（AIGC转述）; 卷饼吃法约350千卡（AIGC转述）; xhs_keywords,energy; protein; carbs; fat; sodium,component_estimate,yes
shaye-cn-mangguo-daxia-shala 芒果大虾沙拉,沙野轻食,description; merchant_claim:热量控制在300-400大卡、蛋白质约20g（AIGC转述）; 低脂健康高颜值; xhs_keywords,energy; protein; carbs; fat; sodium,component_estimate,yes
shaye-cn-mangguo-tankao-jirou-shala 芒果炭烤鸡肉沙拉,沙野轻食,description; merchant_claim:约380大卡（配酸奶酱，AIGC转述博主）; xhs_keywords,energy; protein; carbs; fat; sodium,component_estimate,yes
shaye-cn-kaisai-jirou-shala 凯撒鸡肉沙拉,沙野轻食,description; merchant_claim:约350大卡（配凯撒酱，AIGC转述）; xhs_keywords,energy; protein; carbs; fat; sodium,component_estimate,yes
shaye-cn-lvyexianzong-xileng-niupai-shala 绿野仙踪西冷牛排沙拉,沙野轻食,description; xhs_keywords,energy; protein; carbs; fat; sodium,component_estimate,yes
shaye-cn-heijiao-jixiong-limai-shala 黑椒鸡胸藜麦沙拉,沙野轻食,description; merchant_claim:280-350大卡、蛋白25-30g（AIGC转述『实测』，无方法）; xhs_keywords,energy; protein; carbs; fat; sodium,component_estimate,yes
shaye-cn-niurou-limai-shala 牛肉藜麦沙拉,沙野轻食,description; xhs_keywords,energy; protein; carbs; fat; sodium,component_estimate,yes
shaye-cn-zhaopai-kaobo-shala 招牌考伯沙拉,沙野轻食,description; merchant_claim:约38元/份; xhs_keywords,energy; protein; carbs; fat; sodium,component_estimate,yes
shaye-cn-diy-zixuan-shala DIY自选沙拉,沙野轻食,description; merchant_claim:卡路里计算器救星（营销话术）; AI营养师小程序推荐搭配（官方加盟物料）; combo_components; xhs_keywords,energy; protein; carbs; fat; sodium,component_estimate,yes
shaye-cn-jixiong-reli-can 鸡胸热力餐,沙野轻食,description; merchant_claim:一份标准套餐约350-400大卡（AIGC转述）; xhs_keywords,energy; protein; carbs; fat; sodium,component_estimate,yes
shaye-cn-diaoyu-reli-can 鲷鱼热力餐,沙野轻食,description; xhs_keywords,energy; protein; carbs; fat; sodium,component_estimate,yes
shaye-cn-xiangkao-bashayu-pai-shala 香烤巴沙鱼排沙拉配,沙野轻食,description; merchant_claim:低卡又饱腹（门店UGC转述品牌话术）; xhs_keywords,energy; protein; carbs; fat; sodium,component_estimate,yes
shaye-cn-jixiong-zaliang-fan 鸡胸杂粮饭,沙野轻食,description; xhs_keywords,energy; protein; carbs; fat; sodium,component_estimate,yes
shaye-cn-xiangkao-jixiongruo-jianshen-can 香烤鸡胸肉健身餐（含粗粮碗；外卖亦作『香烤鸡胸健身套餐』）,沙野轻食,description; merchant_claim:热量约300-400大卡、蛋白约25g（AIGC转述）; 标价约28元/份（AIGC转述）; 0蔗糖蜂蜜芥末酱; xhs_keywords,energy; protein; carbs; fat; sodium,component_estimate,yes
shaye-cn-shuizhu-niujianrou-jianshen-taocan 水煮牛腱肉健身套餐,沙野轻食,description; merchant_claim:低脂高蛋白; xhs_keywords,energy; protein; carbs; fat; sodium,component_estimate,yes
shaye-cn-xiangjian-qianye-doufu-jianshen-taocan 香煎千页豆腐健身套餐,沙野轻食,description; merchant_claim:清淡不油腻; xhs_keywords,energy; protein; carbs; fat; sodium,component_estimate,yes
shaye-cn-nenjian-niupai-jianshen-can 嫩煎牛排健身餐,沙野轻食,description; xhs_keywords,energy; protein; carbs; fat; sodium,component_estimate,yes
shaye-cn-heijiao-niurou-ban-yimian 黑椒牛肉拌意面,沙野轻食,description; xhs_keywords,energy; protein; carbs; fat; sodium,component_estimate,yes
shaye-cn-jixiong-moyu-liangpi-can 鸡胸魔芋凉皮餐,沙野轻食,description; xhs_keywords,energy; protein; carbs; fat; sodium,component_estimate,yes
shaye-cn-jixiongruo-sanmingzhi 鸡胸肉三明治（牛油果酱）,沙野轻食,description; merchant_claim:18-25元; xhs_keywords,energy; protein; carbs; fat; sodium,component_estimate,yes
shaye-cn-jiaoyan-xiaotudou 椒盐小土豆（佐餐小食/亦可作主食选项）,沙野轻食,description; merchant_claim:<10元（菠菜饼同档，AIGC转述）; xhs_keywords,energy; protein; carbs; fat; sodium,component_estimate,yes
subway-cn-6in-turkey-breast 火鸡胸三明治(6英寸),Subway 赛百味中国,description; xhs_keywords,protein; carbs; fat; sodium,component_estimate,yes
subway-cn-6in-roast-beef 香烤牛肉三明治(6英寸),Subway 赛百味中国,description; xhs_keywords,protein; carbs; fat; sodium,component_estimate,yes
subway-cn-6in-tuna 金枪鱼三明治(6英寸),Subway 赛百味中国,description; merchant_claim:高蛋白; xhs_keywords,protein; carbs; fat; sodium,component_estimate,yes
subway-cn-6in-teriyaki-chicken 照烧鸡三明治(6英寸),Subway 赛百味中国,description; xhs_keywords,protein; carbs; fat; sodium,component_estimate,yes
subway-cn-6in-black-pepper-steak 黑胡椒厚切牛排三明治(6英寸),Subway 赛百味中国,description; xhs_keywords,protein; carbs; fat; sodium,component_estimate,yes
subway-cn-6in-roasted-chicken 香烤鸡排三明治(6英寸),Subway 赛百味中国,description; xhs_keywords,protein; carbs; fat; sodium,component_estimate,yes
subway-cn-6in-ham 西式火腿三明治(6英寸),Subway 赛百味中国,description; xhs_keywords,protein; carbs; fat; sodium,component_estimate,yes
subway-cn-6in-spicy-italian 意大利香辣三明治(6英寸),Subway 赛百味中国,description; xhs_keywords,protein; carbs; fat; sodium,component_estimate,yes
subway-cn-6in-subway-melt 香热奇士三明治(6英寸),Subway 赛百味中国,description; xhs_keywords,protein; carbs; fat; sodium,component_estimate,yes
subway-cn-6in-steak-cheese 奇士牛排三明治(6英寸),Subway 赛百味中国,description; xhs_keywords,protein; carbs; fat; sodium,component_estimate,yes
subway-cn-6in-subway-club 百味俱乐部三明治(6英寸),Subway 赛百味中国,description; xhs_keywords,protein; carbs; fat; sodium,component_estimate,yes
subway-cn-6in-veggie 缤纷蔬菜三明治(6英寸),Subway 赛百味中国,description; merchant_claim:低卡; xhs_keywords,protein; carbs; fat; sodium,component_estimate,yes
subway-cn-salad-roast-beef 香烤牛肉沙拉,Subway 赛百味中国,description; merchant_claim:低卡; xhs_keywords,protein; carbs; fat; sodium,component_estimate,yes
subway-cn-salad-roasted-chicken 香烤鸡排沙拉,Subway 赛百味中国,description; merchant_claim:低卡; xhs_keywords,protein; carbs; fat; sodium,component_estimate,yes
