source_id,sku_id,brand,product_name,source_type,source_url,source_title,source_author,source_date,method_notes,is_official,confidence_grade,values_reported,notes
src-lxj-021,laoxiangji-cn-021-sanbeiji,老乡鸡,三杯鸡,official_label,https://lxjchina.com.cn/upload/2026-05/177828991193340300.pdf,《老乡鸡菜品溯源报告2.0》菜品营养成分信息表（每100g，序号21）,老乡鸡（食品安全部/研发部等；第三方检测机构检测）,2026-04-30,官方委托第三方检测机构对191款在售产品检测营养成分4+1(热量/蛋白质/脂肪/碳水/钠)，每100g基准；报告830页32.2万字，2026-04-30发布，官网可下载。,True,A,energy=249kcal/100g; protein=14.5g; fat=16.7g; carbs=10.5g; sodium=589mg,
src-lxj-022,laoxiangji-cn-022-suantaichaojizhen,老乡鸡,蒜苔炒鸡胗,official_label,https://lxjchina.com.cn/upload/2026-05/177828991193340300.pdf,《老乡鸡菜品溯源报告2.0》菜品营养成分信息表（每100g，序号22）,老乡鸡（食品安全部/研发部等；第三方检测机构检测）,2026-04-30,官方委托第三方检测机构对191款在售产品检测营养成分4+1(热量/蛋白质/脂肪/碳水/钠)，每100g基准；报告830页32.2万字，2026-04-30发布，官网可下载。,True,A,energy=150kcal/100g; protein=9.7g; fat=8.9g; carbs=7.8g; sodium=733mg,
src-lxj-023,laoxiangji-cn-023-baochaoniurou,老乡鸡,爆炒牛肉,official_label,https://lxjchina.com.cn/upload/2026-05/177828991193340300.pdf,《老乡鸡菜品溯源报告2.0》菜品营养成分信息表（每100g，序号23）,老乡鸡（食品安全部/研发部等；第三方检测机构检测）,2026-04-30,官方委托第三方检测机构对191款在售产品检测营养成分4+1(热量/蛋白质/脂肪/碳水/钠)，每100g基准；报告830页32.2万字，2026-04-30发布，官网可下载。,True,A,energy=126kcal/100g; protein=6.8g; fat=8.1g; carbs=6.5g; sodium=844mg,
src-lxj-024,laoxiangji-cn-024-qingchaoxilanhua,老乡鸡,清炒西兰花,official_label,https://lxjchina.com.cn/upload/2026-05/177828991193340300.pdf,《老乡鸡菜品溯源报告2.0》菜品营养成分信息表（每100g，序号24）,老乡鸡（食品安全部/研发部等；第三方检测机构检测）,2026-04-30,官方委托第三方检测机构对191款在售产品检测营养成分4+1(热量/蛋白质/脂肪/碳水/钠)，每100g基准；报告830页32.2万字，2026-04-30发布，官网可下载。,True,A,energy=82kcal/100g; protein=3.1g; fat=5.6g; carbs=4.9g; sodium=346mg,
src-lxj-025,laoxiangji-cn-025-qingchaomaobaicai,老乡鸡,清炒毛白菜,official_label,https://lxjchina.com.cn/upload/2026-05/177828991193340300.pdf,《老乡鸡菜品溯源报告2.0》菜品营养成分信息表（每100g，序号25）,老乡鸡（食品安全部/研发部等；第三方检测机构检测）,2026-04-30,官方委托第三方检测机构对191款在售产品检测营养成分4+1(热量/蛋白质/脂肪/碳水/钠)，每100g基准；报告830页32.2万字，2026-04-30发布，官网可下载。,True,A,energy=89kcal/100g; protein=1.7g; fat=8.8g; carbs=1.0g; sodium=398mg,
src-lxj-026,laoxiangji-cn-026-suanlahaidaisi,老乡鸡,酸辣海带丝,official_label,https://lxjchina.com.cn/upload/2026-05/177828991193340300.pdf,《老乡鸡菜品溯源报告2.0》菜品营养成分信息表（每100g，序号26）,老乡鸡（食品安全部/研发部等；第三方检测机构检测）,2026-04-30,官方委托第三方检测机构对191款在售产品检测营养成分4+1(热量/蛋白质/脂肪/碳水/钠)，每100g基准；报告830页32.2万字，2026-04-30发布，官网可下载。,True,A,energy=92kcal/100g; protein=1.7g; fat=7.0g; carbs=5.8g; sodium=851mg,
src-lxj-027,laoxiangji-cn-027-qingchaooupian,老乡鸡,清炒藕片,official_label,https://lxjchina.com.cn/upload/2026-05/177828991193340300.pdf,《老乡鸡菜品溯源报告2.0》菜品营养成分信息表（每100g，序号27）,老乡鸡（食品安全部/研发部等；第三方检测机构检测）,2026-04-30,官方委托第三方检测机构对191款在售产品检测营养成分4+1(热量/蛋白质/脂肪/碳水/钠)，每100g基准；报告830页32.2万字，2026-04-30发布，官网可下载。,True,A,energy=101kcal/100g; protein=1.3g; fat=4.4g; carbs=14.0g; sodium=382mg,
src-lxj-028,laoxiangji-cn-028-qingjiaochaoqianzhang-xiaofen,老乡鸡,青椒炒千张（小份）,official_label,https://lxjchina.com.cn/upload/2026-05/177828991193340300.pdf,《老乡鸡菜品溯源报告2.0》菜品营养成分信息表（每100g，序号28）,老乡鸡（食品安全部/研发部等；第三方检测机构检测）,2026-04-30,官方委托第三方检测机构对191款在售产品检测营养成分4+1(热量/蛋白质/脂肪/碳水/钠)，每100g基准；报告830页32.2万字，2026-04-30发布，官网可下载。,True,A,energy=190kcal/100g; protein=13.8g; fat=13.9g; carbs=2.6g; sodium=416mg,
src-lxj-029,laoxiangji-cn-029-qingjiaotudousi,老乡鸡,青椒土豆丝,official_label,https://lxjchina.com.cn/upload/2026-05/177828991193340300.pdf,《老乡鸡菜品溯源报告2.0》菜品营养成分信息表（每100g，序号29）,老乡鸡（食品安全部/研发部等；第三方检测机构检测）,2026-04-30,官方委托第三方检测机构对191款在售产品检测营养成分4+1(热量/蛋白质/脂肪/碳水/钠)，每100g基准；报告830页32.2万字，2026-04-30发布，官网可下载。,True,A,energy=104kcal/100g; protein=1.4g; fat=7.3g; carbs=8.4g; sodium=4668mg,钠值异常偏高，照录未改
src-lxj-030,laoxiangji-cn-030-wosunsichaojidan,老乡鸡,莴笋丝炒鸡蛋,official_label,https://lxjchina.com.cn/upload/2026-05/177828991193340300.pdf,《老乡鸡菜品溯源报告2.0》菜品营养成分信息表（每100g，序号30）,老乡鸡（食品安全部/研发部等；第三方检测机构检测）,2026-04-30,官方委托第三方检测机构对191款在售产品检测营养成分4+1(热量/蛋白质/脂肪/碳水/钠)，每100g基准；报告830页32.2万字，2026-04-30发布，官网可下载。,True,A,energy=144kcal/100g; protein=4.4g; fat=13.5g; carbs=1.7g; sodium=665mg,
src-lxj-031,laoxiangji-cn-031-xiaochaocuisun,老乡鸡,小炒脆笋,official_label,https://lxjchina.com.cn/upload/2026-05/177828991193340300.pdf,《老乡鸡菜品溯源报告2.0》菜品营养成分信息表（每100g，序号31）,老乡鸡（食品安全部/研发部等；第三方检测机构检测）,2026-04-30,官方委托第三方检测机构对191款在售产品检测营养成分4+1(热量/蛋白质/脂肪/碳水/钠)，每100g基准；报告830页32.2万字，2026-04-30发布，官网可下载。,True,A,energy=144kcal/100g; protein=8.2g; fat=11.4g; carbs=2.5g; sodium=470mg,
src-lxj-032,laoxiangji-cn-032-doupimaobaicai,老乡鸡,豆皮毛白菜,official_label,https://lxjchina.com.cn/upload/2026-05/177828991193340300.pdf,《老乡鸡菜品溯源报告2.0》菜品营养成分信息表（每100g，序号32）,老乡鸡（食品安全部/研发部等；第三方检测机构检测）,2026-04-30,官方委托第三方检测机构对191款在售产品检测营养成分4+1(热量/蛋白质/脂肪/碳水/钠)，每100g基准；报告830页32.2万字，2026-04-30发布，官网可下载。,True,A,energy=113kcal/100g; protein=2.8g; fat=10.7g; carbs=1.7g; sodium=445mg,
src-lxj-033,laoxiangji-cn-033-duojiaomuerchaojidan,老乡鸡,剁椒木耳炒鸡蛋,official_label,https://lxjchina.com.cn/upload/2026-05/177828991193340300.pdf,《老乡鸡菜品溯源报告2.0》菜品营养成分信息表（每100g，序号33）,老乡鸡（食品安全部/研发部等；第三方检测机构检测）,2026-04-30,官方委托第三方检测机构对191款在售产品检测营养成分4+1(热量/蛋白质/脂肪/碳水/钠)，每100g基准；报告830页32.2万字，2026-04-30发布，官网可下载。,True,A,energy=179kcal/100g; protein=6.2g; fat=15.3g; carbs=4.5g; sodium=590mg,
src-lxj-034,laoxiangji-cn-034-guizhoufengweilaziji,老乡鸡,贵州风味辣子鸡,official_label,https://lxjchina.com.cn/upload/2026-05/177828991193340300.pdf,《老乡鸡菜品溯源报告2.0》菜品营养成分信息表（每100g，序号34）,老乡鸡（食品安全部/研发部等；第三方检测机构检测）,2026-04-30,官方委托第三方检测机构对191款在售产品检测营养成分4+1(热量/蛋白质/脂肪/碳水/钠)，每100g基准；报告830页32.2万字，2026-04-30发布，官网可下载。,True,A,energy=266kcal/100g; protein=16.1g; fat=20.9g; carbs=4.0g; sodium=1030mg,
src-lxj-035,laoxiangji-cn-035-qingchaowuxincai,老乡鸡,清炒乌心菜,official_label,https://lxjchina.com.cn/upload/2026-05/177828991193340300.pdf,《老乡鸡菜品溯源报告2.0》菜品营养成分信息表（每100g，序号35）,老乡鸡（食品安全部/研发部等；第三方检测机构检测）,2026-04-30,官方委托第三方检测机构对191款在售产品检测营养成分4+1(热量/蛋白质/脂肪/碳水/钠)，每100g基准；报告830页32.2万字，2026-04-30发布，官网可下载。,True,A,energy=110kcal/100g; protein=1.8g; fat=10.4g; carbs=2.7g; sodium=231mg,
src-lxj-036,laoxiangji-cn-036-jiachangxiaochao,老乡鸡,家常小炒,official_label,https://lxjchina.com.cn/upload/2026-05/177828991193340300.pdf,《老乡鸡菜品溯源报告2.0》菜品营养成分信息表（每100g，序号36）,老乡鸡（食品安全部/研发部等；第三方检测机构检测）,2026-04-30,官方委托第三方检测机构对191款在售产品检测营养成分4+1(热量/蛋白质/脂肪/碳水/钠)，每100g基准；报告830页32.2万字，2026-04-30发布，官网可下载。,True,A,energy=125kcal/100g; protein=6.0g; fat=8.9g; carbs=5.5g; sodium=503mg,
src-lxj-037,laoxiangji-cn-037-suanhuangchaojidan,老乡鸡,蒜黄炒鸡蛋,official_label,https://lxjchina.com.cn/upload/2026-05/177828991193340300.pdf,《老乡鸡菜品溯源报告2.0》菜品营养成分信息表（每100g，序号37）,老乡鸡（食品安全部/研发部等；第三方检测机构检测）,2026-04-30,官方委托第三方检测机构对191款在售产品检测营养成分4+1(热量/蛋白质/脂肪/碳水/钠)，每100g基准；报告830页32.2万字，2026-04-30发布，官网可下载。,True,A,energy=114kcal/100g; protein=4.2g; fat=9.4g; carbs=3.3g; sodium=475mg,
src-lxj-038,laoxiangji-cn-038-qingchaochuncai,老乡鸡,清炒春菜,official_label,https://lxjchina.com.cn/upload/2026-05/177828991193340300.pdf,《老乡鸡菜品溯源报告2.0》菜品营养成分信息表（每100g，序号38）,老乡鸡（食品安全部/研发部等；第三方检测机构检测）,2026-04-30,官方委托第三方检测机构对191款在售产品检测营养成分4+1(热量/蛋白质/脂肪/碳水/钠)，每100g基准；报告830页32.2万字，2026-04-30发布，官网可下载。,True,A,energy=36kcal/100g; protein=1.5g; fat=2.1g; carbs=2.9g; sodium=337mg,
src-lxj-039,laoxiangji-cn-039-qingchaocaixin,老乡鸡,清炒菜心,official_label,https://lxjchina.com.cn/upload/2026-05/177828991193340300.pdf,《老乡鸡菜品溯源报告2.0》菜品营养成分信息表（每100g，序号39）,老乡鸡（食品安全部/研发部等；第三方检测机构检测）,2026-04-30,官方委托第三方检测机构对191款在售产品检测营养成分4+1(热量/蛋白质/脂肪/碳水/钠)，每100g基准；报告830页32.2万字，2026-04-30发布，官网可下载。,True,A,energy=67kcal/100g; protein=2.5g; fat=4.5g; carbs=4.1g; sodium=861mg,
src-lxj-040,laoxiangji-cn-040-qingchaotacai,老乡鸡,清炒塔菜,official_label,https://lxjchina.com.cn/upload/2026-05/177828991193340300.pdf,《老乡鸡菜品溯源报告2.0》菜品营养成分信息表（每100g，序号40）,老乡鸡（食品安全部/研发部等；第三方检测机构检测）,2026-04-30,官方委托第三方检测机构对191款在售产品检测营养成分4+1(热量/蛋白质/脂肪/碳水/钠)，每100g基准；报告830页32.2万字，2026-04-30发布，官网可下载。,True,A,energy=52kcal/100g; protein=2.7g; fat=3.5g; carbs=2.5g; sodium=347mg,
src-lxj-041,laoxiangji-cn-041-baicaidundoufu,老乡鸡,白菜炖豆腐,official_label,https://lxjchina.com.cn/upload/2026-05/177828991193340300.pdf,《老乡鸡菜品溯源报告2.0》菜品营养成分信息表（每100g，序号41）,老乡鸡（食品安全部/研发部等；第三方检测机构检测）,2026-04-30,官方委托第三方检测机构对191款在售产品检测营养成分4+1(热量/蛋白质/脂肪/碳水/钠)，每100g基准；报告830页32.2万字，2026-04-30发布，官网可下载。,True,A,energy=70kcal/100g; protein=6.1g; fat=3.9g; carbs=2.7g; sodium=412mg,
src-lxj-041-tp,laoxiangji-cn-041-baicaidundoufu,老乡鸡,白菜炖豆腐,third_party_analysis,https://m.trfsz.com/newsview1316060.html,老乡鸡美食热量大揭秘(泰然健康网),泰然健康网,2025-05-23,第三方汇总的per-份能量，未披露称重/拆解方法，声称参考门店价目牌；仅作per-份量级参考，不用于修改官方每100g A级值。,False,C,泰然健康网 per-份 energy=100kcal；小红书云朵 per-份 energy=100kcal,per-份基准，与官方per-100g基准不同；两来源互相冲突时见SKU conflicting_sources。
src-lxj-042,laoxiangji-cn-042-jinqiubanlishaoji,老乡鸡,金秋板栗烧鸡,official_label,https://lxjchina.com.cn/upload/2026-05/177828991193340300.pdf,《老乡鸡菜品溯源报告2.0》菜品营养成分信息表（每100g，序号42）,老乡鸡（食品安全部/研发部等；第三方检测机构检测）,2026-04-30,官方委托第三方检测机构对191款在售产品检测营养成分4+1(热量/蛋白质/脂肪/碳水/钠)，每100g基准；报告830页32.2万字，2026-04-30发布，官网可下载。,True,A,energy=185kcal/100g; protein=14.6g; fat=9.2g; carbs=10.9g; sodium=702mg,
src-lxj-042-tp,laoxiangji-cn-042-jinqiubanlishaoji,老乡鸡,金秋板栗烧鸡,third_party_analysis,https://m.trfsz.com/newsview1316060.html,老乡鸡美食热量大揭秘(泰然健康网),泰然健康网,2025-05-23,第三方汇总的per-份能量，未披露称重/拆解方法，声称参考门店价目牌；仅作per-份量级参考，不用于修改官方每100g A级值。,False,C,泰然健康网 per-份 energy=400kcal,per-份基准，与官方per-100g基准不同；两来源互相冲突时见SKU conflicting_sources。
src-lxj-043,laoxiangji-cn-043-xiaojidunmogu,老乡鸡,小鸡炖蘑菇,official_label,https://lxjchina.com.cn/upload/2026-05/177828991193340300.pdf,《老乡鸡菜品溯源报告2.0》菜品营养成分信息表（每100g，序号43）,老乡鸡（食品安全部/研发部等；第三方检测机构检测）,2026-04-30,官方委托第三方检测机构对191款在售产品检测营养成分4+1(热量/蛋白质/脂肪/碳水/钠)，每100g基准；报告830页32.2万字，2026-04-30发布，官网可下载。,True,A,energy=131kcal/100g; protein=13.2g; fat=7.1g; carbs=3.6g; sodium=407mg,
src-lxj-044,laoxiangji-cn-044-jinpailaomujitang,老乡鸡,金牌老母鸡汤,official_label,https://lxjchina.com.cn/upload/2026-05/177828991193340300.pdf,《老乡鸡菜品溯源报告2.0》菜品营养成分信息表（每100g，序号44）,老乡鸡（食品安全部/研发部等；第三方检测机构检测）,2026-04-30,官方委托第三方检测机构对191款在售产品检测营养成分4+1(热量/蛋白质/脂肪/碳水/钠)，每100g基准；报告830页32.2万字，2026-04-30发布，官网可下载。,True,A,energy=38kcal/100g; protein=3.8g; fat=1.8g; carbs=1.4g; sodium=248mg,
src-lxj-045,laoxiangji-cn-045-shanyaolianzijitang,老乡鸡,山药莲子鸡汤,official_label,https://lxjchina.com.cn/upload/2026-05/177828991193340300.pdf,《老乡鸡菜品溯源报告2.0》菜品营养成分信息表（每100g，序号45）,老乡鸡（食品安全部/研发部等；第三方检测机构检测）,2026-04-30,官方委托第三方检测机构对191款在售产品检测营养成分4+1(热量/蛋白质/脂肪/碳水/钠)，每100g基准；报告830页32.2万字，2026-04-30发布，官网可下载。,True,A,energy=51kcal/100g; protein=4.2g; fat=2.0g; carbs=4.0g; sodium=473mg,
src-lxj-046,laoxiangji-cn-046-mizhiluroufan,老乡鸡,秘汁卤肉饭,official_label,https://lxjchina.com.cn/upload/2026-05/177828991193340300.pdf,《老乡鸡菜品溯源报告2.0》菜品营养成分信息表（每100g，序号46）,老乡鸡（食品安全部/研发部等；第三方检测机构检测）,2026-04-30,官方委托第三方检测机构对191款在售产品检测营养成分4+1(热量/蛋白质/脂肪/碳水/钠)，每100g基准；报告830页32.2万字，2026-04-30发布，官网可下载。,True,A,energy=157kcal/100g; protein=4.8g; fat=4.4g; carbs=24.1g; sodium=218mg,
src-lxj-047,laoxiangji-cn-047-sunzijidinggaifan-caitai,老乡鸡,笋子鸡丁盖饭（菜苔版）,official_label,https://lxjchina.com.cn/upload/2026-05/177828991193340300.pdf,《老乡鸡菜品溯源报告2.0》菜品营养成分信息表（每100g，序号47）,老乡鸡（食品安全部/研发部等；第三方检测机构检测）,2026-04-30,官方委托第三方检测机构对191款在售产品检测营养成分4+1(热量/蛋白质/脂肪/碳水/钠)，每100g基准；报告830页32.2万字，2026-04-30发布，官网可下载。,True,A,energy=172kcal/100g; protein=4.5g; fat=6.5g; carbs=23.8g; sodium=364mg,
src-lxj-048,laoxiangji-cn-048-yuxiangrousigaifan-caitai,老乡鸡,鱼香肉丝盖饭（菜苔版）,official_label,https://lxjchina.com.cn/upload/2026-05/177828991193340300.pdf,《老乡鸡菜品溯源报告2.0》菜品营养成分信息表（每100g，序号48）,老乡鸡（食品安全部/研发部等；第三方检测机构检测）,2026-04-30,官方委托第三方检测机构对191款在售产品检测营养成分4+1(热量/蛋白质/脂肪/碳水/钠)，每100g基准；报告830页32.2万字，2026-04-30发布，官网可下载。,True,A,energy=153kcal/100g; protein=4.2g; fat=5.1g; carbs=22.3g; sodium=256mg,
src-lxj-049,laoxiangji-cn-049-yuxiangrousigaifan-baocai,老乡鸡,鱼香肉丝盖饭（包菜版）,official_label,https://lxjchina.com.cn/upload/2026-05/177828991193340300.pdf,《老乡鸡菜品溯源报告2.0》菜品营养成分信息表（每100g，序号49）,老乡鸡（食品安全部/研发部等；第三方检测机构检测）,2026-04-30,官方委托第三方检测机构对191款在售产品检测营养成分4+1(热量/蛋白质/脂肪/碳水/钠)，每100g基准；报告830页32.2万字，2026-04-30发布，官网可下载。,True,A,energy=148kcal/100g; protein=4.3g; fat=4.1g; carbs=23.2g; sodium=232mg,
src-lxj-050,laoxiangji-cn-050-sunzijidinggaifan-baocai,老乡鸡,笋子鸡丁盖饭（包菜版）,official_label,https://lxjchina.com.cn/upload/2026-05/177828991193340300.pdf,《老乡鸡菜品溯源报告2.0》菜品营养成分信息表（每100g，序号50）,老乡鸡（食品安全部/研发部等；第三方检测机构检测）,2026-04-30,官方委托第三方检测机构对191款在售产品检测营养成分4+1(热量/蛋白质/脂肪/碳水/钠)，每100g基准；报告830页32.2万字，2026-04-30发布，官网可下载。,True,A,energy=171kcal/100g; protein=5.6g; fat=6.8g; carbs=21.7g; sodium=353mg,
src-lxj-051,laoxiangji-cn-051-xihongshichaojidangaifan,老乡鸡,西红柿炒鸡蛋盖饭,official_label,https://lxjchina.com.cn/upload/2026-05/177828991193340300.pdf,《老乡鸡菜品溯源报告2.0》菜品营养成分信息表（每100g，序号51）,老乡鸡（食品安全部/研发部等；第三方检测机构检测）,2026-04-30,官方委托第三方检测机构对191款在售产品检测营养成分4+1(热量/蛋白质/脂肪/碳水/钠)，每100g基准；报告830页32.2万字，2026-04-30发布，官网可下载。,True,A,energy=149kcal/100g; protein=5.0g; fat=4.8g; carbs=21.3g; sodium=334mg,
src-lxj-052,laoxiangji-cn-052-baopiqingjiao,老乡鸡,薄皮青椒,official_label,https://lxjchina.com.cn/upload/2026-05/177828991193340300.pdf,《老乡鸡菜品溯源报告2.0》菜品营养成分信息表（每100g，序号52）,老乡鸡（食品安全部/研发部等；第三方检测机构检测）,2026-04-30,官方委托第三方检测机构对191款在售产品检测营养成分4+1(热量/蛋白质/脂肪/碳水/钠)，每100g基准；报告830页32.2万字，2026-04-30发布，官网可下载。,True,A,energy=70kcal/100g; protein=1.2g; fat=5.7g; carbs=3.5g; sodium=98mg,
src-lxj-053,laoxiangji-cn-053-haidaijie,老乡鸡,海带结,official_label,https://lxjchina.com.cn/upload/2026-05/177828991193340300.pdf,《老乡鸡菜品溯源报告2.0》菜品营养成分信息表（每100g，序号53）,老乡鸡（食品安全部/研发部等；第三方检测机构检测）,2026-04-30,官方委托第三方检测机构对191款在售产品检测营养成分4+1(热量/蛋白质/脂肪/碳水/钠)，每100g基准；报告830页32.2万字，2026-04-30发布，官网可下载。,True,A,energy=44kcal/100g; protein=1.5g; fat=2.0g; carbs=5.0g; sodium=677mg,
src-lxj-054,laoxiangji-cn-054-luchigen,老乡鸡,卤翅根,official_label,https://lxjchina.com.cn/upload/2026-05/177828991193340300.pdf,《老乡鸡菜品溯源报告2.0》菜品营养成分信息表（每100g，序号54）,老乡鸡（食品安全部/研发部等；第三方检测机构检测）,2026-04-30,官方委托第三方检测机构对191款在售产品检测营养成分4+1(热量/蛋白质/脂肪/碳水/钠)，每100g基准；报告830页32.2万字，2026-04-30发布，官网可下载。,True,A,energy=187kcal/100g; protein=23.0g; fat=9.1g; carbs=3.1g; sodium=409mg,
src-lxj-054-tp,laoxiangji-cn-054-luchigen,老乡鸡,卤翅根,third_party_analysis,https://m.trfsz.com/newsview1316060.html,老乡鸡美食热量大揭秘(泰然健康网),泰然健康网,2025-05-23,第三方汇总的per-份能量，未披露称重/拆解方法，声称参考门店价目牌；仅作per-份量级参考，不用于修改官方每100g A级值。,False,C,泰然健康网 per-份 energy=108kcal,per-份基准，与官方per-100g基准不同；两来源互相冲突时见SKU conflicting_sources。
src-lxj-055,laoxiangji-cn-055-ludapai,老乡鸡,卤大排,official_label,https://lxjchina.com.cn/upload/2026-05/177828991193340300.pdf,《老乡鸡菜品溯源报告2.0》菜品营养成分信息表（每100g，序号55）,老乡鸡（食品安全部/研发部等；第三方检测机构检测）,2026-04-30,官方委托第三方检测机构对191款在售产品检测营养成分4+1(热量/蛋白质/脂肪/碳水/钠)，每100g基准；报告830页32.2万字，2026-04-30发布，官网可下载。,True,A,energy=190kcal/100g; protein=21.6g; fat=9.5g; carbs=4.4g; sodium=522mg,
src-lxj-056,laoxiangji-cn-056-lufanggan,老乡鸡,卤方干,official_label,https://lxjchina.com.cn/upload/2026-05/177828991193340300.pdf,《老乡鸡菜品溯源报告2.0》菜品营养成分信息表（每100g，序号56）,老乡鸡（食品安全部/研发部等；第三方检测机构检测）,2026-04-30,官方委托第三方检测机构对191款在售产品检测营养成分4+1(热量/蛋白质/脂肪/碳水/钠)，每100g基准；报告830页32.2万字，2026-04-30发布，官网可下载。,True,A,energy=222kcal/100g; protein=13.7g; fat=16.1g; carbs=5.9g; sodium=407mg,
src-lxj-057,laoxiangji-cn-057-lujitui,老乡鸡,卤鸡腿,official_label,https://lxjchina.com.cn/upload/2026-05/177828991193340300.pdf,《老乡鸡菜品溯源报告2.0》菜品营养成分信息表（每100g，序号57）,老乡鸡（食品安全部/研发部等；第三方检测机构检测）,2026-04-30,官方委托第三方检测机构对191款在售产品检测营养成分4+1(热量/蛋白质/脂肪/碳水/钠)，每100g基准；报告830页32.2万字，2026-04-30发布，官网可下载。,True,A,energy=175kcal/100g; protein=24.6g; fat=7.7g; carbs=1.7g; sodium=604mg,
src-lxj-057-tp,laoxiangji-cn-057-lujitui,老乡鸡,卤鸡腿,third_party_analysis,https://m.trfsz.com/newsview1316060.html,老乡鸡美食热量大揭秘(泰然健康网),泰然健康网,2025-05-23,第三方汇总的per-份能量，未披露称重/拆解方法，声称参考门店价目牌；仅作per-份量级参考，不用于修改官方每100g A级值。,False,C,泰然健康网 per-份 energy=129kcal；小红书云朵 per-份 energy=75kcal,per-份基准，与官方per-100g基准不同；两来源互相冲突时见SKU conflicting_sources。
src-lxj-058,laoxiangji-cn-058-lurouchang,老乡鸡,卤肉肠,official_label,https://lxjchina.com.cn/upload/2026-05/177828991193340300.pdf,《老乡鸡菜品溯源报告2.0》菜品营养成分信息表（每100g，序号58）,老乡鸡（食品安全部/研发部等；第三方检测机构检测）,2026-04-30,官方委托第三方检测机构对191款在售产品检测营养成分4+1(热量/蛋白质/脂肪/碳水/钠)，每100g基准；报告830页32.2万字，2026-04-30发布，官网可下载。,True,A,energy=303kcal/100g; protein=11.4g; fat=23.6g; carbs=11.7g; sodium=782mg,
src-lxj-058-tp,laoxiangji-cn-058-lurouchang,老乡鸡,卤肉肠,third_party_analysis,https://m.baidu.com/bh/m/detail/ar_5828449468476841931,老乡鸡菜品热量大揭秘(小红书/百度号 云朵裹着软晚风),云朵裹着软晚风(小红书/百度号),2026-09-18,第三方汇总的per-份能量，未披露称重/拆解方法，声称参考门店价目牌；仅作per-份量级参考，不用于修改官方每100g A级值。,False,C,小红书云朵 per-份 energy=173kcal,per-份基准，与官方per-100g基准不同；两来源互相冲突时见SKU conflicting_sources。
src-lxj-059,laoxiangji-cn-059-lusuji,老乡鸡,卤素鸡,official_label,https://lxjchina.com.cn/upload/2026-05/177828991193340300.pdf,《老乡鸡菜品溯源报告2.0》菜品营养成分信息表（每100g，序号59）,老乡鸡（食品安全部/研发部等；第三方检测机构检测）,2026-04-30,官方委托第三方检测机构对191款在售产品检测营养成分4+1(热量/蛋白质/脂肪/碳水/钠)，每100g基准；报告830页32.2万字，2026-04-30发布，官网可下载。,True,A,energy=219kcal/100g; protein=20.3g; fat=12.6g; carbs=6.2g; sodium=555mg,
src-lxj-060,laoxiangji-cn-060-bazirou,老乡鸡,把子肉,official_label,https://lxjchina.com.cn/upload/2026-05/177828991193340300.pdf,《老乡鸡菜品溯源报告2.0》菜品营养成分信息表（每100g，序号60）,老乡鸡（食品安全部/研发部等；第三方检测机构检测）,2026-04-30,官方委托第三方检测机构对191款在售产品检测营养成分4+1(热量/蛋白质/脂肪/碳水/钠)，每100g基准；报告830页32.2万字，2026-04-30发布，官网可下载。,True,A,energy=529kcal/100g; protein=14.7g; fat=53.1g; carbs=0.0g; sodium=518mg,
src-lxj-061,laoxiangji-cn-061-xiandanhuangshizitou,老乡鸡,咸蛋黄狮子头,official_label,https://lxjchina.com.cn/upload/2026-05/177828991193340300.pdf,《老乡鸡菜品溯源报告2.0》菜品营养成分信息表（每100g，序号61）,老乡鸡（食品安全部/研发部等；第三方检测机构检测）,2026-04-30,官方委托第三方检测机构对191款在售产品检测营养成分4+1(热量/蛋白质/脂肪/碳水/钠)，每100g基准；报告830页32.2万字，2026-04-30发布，官网可下载。,True,A,energy=224kcal/100g; protein=11.7g; fat=18.9g; carbs=2.2g; sodium=525mg,汇总表该行留空，值取自报告溯源卡明细经新京报转载
src-lxj-062,laoxiangji-cn-062-shaguobazirou,老乡鸡,砂锅把子肉,official_label,https://lxjchina.com.cn/upload/2026-05/177828991193340300.pdf,《老乡鸡菜品溯源报告2.0》菜品营养成分信息表（每100g，序号62）,老乡鸡（食品安全部/研发部等；第三方检测机构检测）,2026-04-30,官方委托第三方检测机构对191款在售产品检测营养成分4+1(热量/蛋白质/脂肪/碳水/钠)，每100g基准；报告830页32.2万字，2026-04-30发布，官网可下载。,True,A,energy=218kcal/100g; protein=7.5g; fat=19.9g; carbs=2.8g; sodium=432mg,
src-lxj-063,laoxiangji-cn-063-shaguodouhuaji,老乡鸡,砂锅豆花鸡,official_label,https://lxjchina.com.cn/upload/2026-05/177828991193340300.pdf,《老乡鸡菜品溯源报告2.0》菜品营养成分信息表（每100g，序号63）,老乡鸡（食品安全部/研发部等；第三方检测机构检测）,2026-04-30,官方委托第三方检测机构对191款在售产品检测营养成分4+1(热量/蛋白质/脂肪/碳水/钠)，每100g基准；报告830页32.2万字，2026-04-30发布，官网可下载。,True,A,energy=198kcal/100g; protein=11.2g; fat=16.0g; carbs=2.6g; sodium=501mg,
