id,brand,brand_category,product_name,product_name_normalized,menu_category,product_description,serving_size,serving_size_unit,energy_kcal,protein_g,carbs_g,fat_g,fiber_g,sodium_mg,sugar_g,nutrition_value_type,energy_min_kcal,energy_max_kcal,protein_min_g,protein_max_g,carbs_min_g,carbs_max_g,fat_min_g,fat_max_g,primary_source_type,primary_source_url,primary_source_title,primary_source_date,secondary_source_url,source_notes,confidence_grade,merchant_claims,xiaohongshu_keywords,common_modifications,tags,research_status,last_verified_date,item_type,combo_components,calorie_uncertainty_drivers,conflicting_sources,best_current_estimate
kfc-cn-tian-fu-jiao-ma-xiang-la-fen,肯德基,B,天府椒麻香辣粉,Sichuan pepper spicy rice noodles,K记饭桶,椒麻香辣米粉。fatsecret 为 per-100g。,100,克,409.0,19.1,56.0,11.8,,,,estimated_point,359.9,458.1,16.8,21.4,49.3,62.7,10.4,13.2,third_party_analysis,https://www.fatsecret.cn/热量营养/肯德基/天府椒麻香辣粉/100克,天府椒麻香辣粉 - 肯德基 热量与营养 | fatsecret.cn,2026-09-18,,来源为 fatsecret.cn 众包平台（页面标注『源: fatsecret Platform API』），非肯德基官方，未披露测定或计算方法，因此不满足 B 级『明确方法』要求，定为 C 级。 原值为众包 point 值；按 SCHEMA §2 保留为 estimated_point 并附 ±12% min/max 区间，避免假精确。fatsecret 无钠/膳食纤维/糖字段，均留空。 注意：fatsecret『肯德基』桶混入港台条目（卡啦脆雞、原味蛋塔、紅藜燕麥嫩雞粥、義式香草紙包雞、薯條 等），本记录 天府椒麻香辣粉 已按简中品名判定为大陆条目。,C,,肯德基 减脂; 肯德基 天府椒麻香辣粉 热量; 天府椒麻香辣粉 蛋白质,,noodle; spicy; carb,complete,2026-09-18,single_item,,粉与汤的实际份量未官方公开; 是否喝汤影响钠与油摄入,,
kfc-cn-sheng-zha-da-ji-tui-chuan,肯德基,B,生炸大鸡腿串,deep-fried chicken thigh skewer,夜宵撸串,夜宵撸串系列大鸡腿串。,1,份,,,,,,,,unknown,,,,,,,,,official_menu,https://bk.taobao.com/k/xishikuaican_10241/,西式快餐百科索引（逐字引用肯德基 App『套餐类型』字段）+ 5iKFC 2026-09 券档 + 成都本地宝疯四页,2026-09-17,,仅有菜单事实（存在性/分类/组成），无任何营养数据。官方营养渠道被登录墙+签名反爬阻断，见品牌级 blocked_sources。,U,,肯德基 减脂; 肯德基 生炸大鸡腿串 热量; 生炸大鸡腿串 蛋白质; 肯德基 高热量; 肯德基 避雷,,skewer; fried_chicken; late_night; high_calorie,menu_only,2026-09-18,single_item,,单串克重未官方公开,,
kfc-cn-zha-ji-jia-he,肯德基,B,炸鸡架盒（川香麻辣/秘制飘香）,fried chicken frame box,夜宵撸串,夜宵炸鸡架盒，两种风味。,1,份,,,,,,,,unknown,,,,,,,,,official_menu,https://bk.taobao.com/k/xishikuaican_10241/,西式快餐百科索引（逐字引用肯德基 App『套餐类型』字段）+ 5iKFC 2026-09 券档 + 成都本地宝疯四页,2026-09-17,,仅有菜单事实（存在性/分类/组成），无任何营养数据。官方营养渠道被登录墙+签名反爬阻断，见品牌级 blocked_sources。,U,,肯德基 减脂; 肯德基 炸鸡架盒（川香麻辣/秘制飘香） 热量; 炸鸡架盒（川香麻辣/秘制飘香） 蛋白质,,skewer; fried_chicken; bone_in; late_night; share_size,menu_only,2026-09-18,single_item,,,,
kfc-cn-ji-rou-duo-duo-shou-ba-chuan,肯德基,B,鸡肉多多手把串（20串）,chicken hand skewers (20 pcs),夜宵撸串,20 串装夜宵分享品。,1,份,,,,,,,,unknown,,,,,,,,,official_menu,https://bk.taobao.com/k/xishikuaican_10241/,西式快餐百科索引（逐字引用肯德基 App『套餐类型』字段）+ 5iKFC 2026-09 券档 + 成都本地宝疯四页,2026-09-17,,仅有菜单事实（存在性/分类/组成），无任何营养数据。官方营养渠道被登录墙+签名反爬阻断，见品牌级 blocked_sources。,U,,肯德基 减脂; 肯德基 鸡肉多多手把串（20串） 热量; 鸡肉多多手把串（20串） 蛋白质; 肯德基 高热量; 肯德基 避雷,,skewer; chicken; late_night; share_size; high_calorie,menu_only,2026-09-18,single_item,,20串总重与单串克重未官方公开,,
kfc-cn-chao-su-da-you-yu-chuan,肯德基,B,超酥大鱿鱼串,crispy squid skewer,夜宵撸串,夜宵鱿鱼串。,1,份,,,,,,,,unknown,,,,,,,,,official_menu,https://bk.taobao.com/k/xishikuaican_10241/,西式快餐百科索引（逐字引用肯德基 App『套餐类型』字段）+ 5iKFC 2026-09 券档 + 成都本地宝疯四页,2026-09-17,,仅有菜单事实（存在性/分类/组成），无任何营养数据。官方营养渠道被登录墙+签名反爬阻断，见品牌级 blocked_sources。,U,,肯德基 减脂; 肯德基 超酥大鱿鱼串 热量; 超酥大鱿鱼串 蛋白质,,skewer; seafood; fried; late_night,menu_only,2026-09-18,single_item,,,,
kfc-cn-xiang-you-honey-tea,肯德基,B,香柚蜂蜜茶,pomelo honey tea,缤纷饮料,柚子蜂蜜茶饮，低能量饮品选项。,1,杯(300毫升),25.0,0.03,5.6,0.13,,,,estimated_point,22.0,28.0,0.026,0.034,4.93,6.27,0.11,0.15,third_party_analysis,https://www.fatsecret.cn/热量营养/肯德基/香柚蜂蜜茶/1杯,香柚蜂蜜茶 - 肯德基 热量与营养 | fatsecret.cn,2026-09-18,,来源为 fatsecret.cn 众包平台（页面标注『源: fatsecret Platform API』），非肯德基官方，未披露测定或计算方法，因此不满足 B 级『明确方法』要求，定为 C 级。 原值为众包 point 值；按 SCHEMA §2 保留为 estimated_point 并附 ±12% min/max 区间，避免假精确。fatsecret 无钠/膳食纤维/糖字段，均留空。 注意：fatsecret『肯德基』桶混入港台条目（卡啦脆雞、原味蛋塔、紅藜燕麥嫩雞粥、義式香草紙包雞、薯條 等），本记录 香柚蜂蜜茶 已按简中品名判定为大陆条目。,C,,肯德基 减脂; 肯德基 香柚蜂蜜茶 热量; 香柚蜂蜜茶 蛋白质; 肯德基 减脂点单; 肯德基 低卡,,drink; tea; low_calorie; diet_friendly,complete,2026-09-18,single_item,,蜂蜜/糖浆份量；是否可要求少糖未确认,,
kfc-cn-jiu-zhen-guo-zhi,肯德基,B,九珍果汁饮料,nine-fruit juice drink,缤纷饮料,九珍果汁饮料，经典全家桶与套餐常见饮品选项。,1,杯(500毫升),156.0,0.3,34.6,1.5,,,,estimated_point,137.3,174.7,0.26,0.34,30.4,38.8,1.32,1.68,third_party_analysis,https://www.fatsecret.cn/热量营养/肯德基/九珍果汁/1杯,九珍果汁 - 肯德基 热量与营养 | fatsecret.cn,2026-09-18,,来源为 fatsecret.cn 众包平台（页面标注『源: fatsecret Platform API』），非肯德基官方，未披露测定或计算方法，因此不满足 B 级『明确方法』要求，定为 C 级。 原值为众包 point 值；按 SCHEMA §2 保留为 estimated_point 并附 ±12% min/max 区间，避免假精确。fatsecret 无钠/膳食纤维/糖字段，均留空。 注意：fatsecret『肯德基』桶混入港台条目（卡啦脆雞、原味蛋塔、紅藜燕麥嫩雞粥、義式香草紙包雞、薯條 等），本记录 九珍果汁 已按简中品名判定为大陆条目。,C,,肯德基 减脂; 肯德基 九珍果汁饮料 热量; 九珍果汁饮料 蛋白质,,drink; juice; high_sugar,complete,2026-09-18,single_item,,500ml 为众包标注杯量；fatsecret 该条区域归属存疑（简中品名但可能非大陆专供）,,
kfc-cn-bao-zhi-san-ning-cha,肯德基,B,爆汁三柠茶,triple-lemon tea,缤纷饮料,三柠茶饮，2026 年多档套餐的饮品选项之一，另有气泡饮版本。,1,份,,,,,,,,unknown,,,,,,,,,official_menu,https://bk.taobao.com/k/xishikuaican_10241/,西式快餐百科索引（逐字引用肯德基 App『套餐类型』字段）+ 5iKFC 2026-09 券档 + 成都本地宝疯四页,2026-09-17,,仅有菜单事实（存在性/分类/组成），无任何营养数据。官方营养渠道被登录墙+签名反爬阻断，见品牌级 blocked_sources。,U,,肯德基 减脂; 肯德基 爆汁三柠茶 热量; 爆汁三柠茶 蛋白质,,drink; tea,menu_only,2026-09-18,single_item,,含糖量未知；是否提供无糖/少糖选项未确认,,
kfc-cn-gui-hua-suan-mei-tang,肯德基,B,桂花酸梅汤,osmanthus sour plum drink,缤纷饮料,酸梅汤，2026-09 疯四『香骨鸡桂花酸梅汤餐』组成饮品。,1,份,,,,,,,,unknown,,,,,,,,,official_menu,https://bk.taobao.com/k/xishikuaican_10241/,西式快餐百科索引（逐字引用肯德基 App『套餐类型』字段）+ 5iKFC 2026-09 券档 + 成都本地宝疯四页,2026-09-17,,仅有菜单事实（存在性/分类/组成），无任何营养数据。官方营养渠道被登录墙+签名反爬阻断，见品牌级 blocked_sources。,U,,肯德基 减脂; 肯德基 桂花酸梅汤 热量; 桂花酸梅汤 蛋白质,,drink; high_sugar,menu_only,2026-09-18,single_item,,含糖量未知,,
kfc-cn-qing-liang-lv-dou-yin,肯德基,B,清凉绿豆饮,chilled mung bean drink,缤纷饮料,夏季绿豆饮品。,1,份,,,,,,,,unknown,,,,,,,,,official_menu,https://bk.taobao.com/k/xishikuaican_10241/,西式快餐百科索引（逐字引用肯德基 App『套餐类型』字段）+ 5iKFC 2026-09 券档 + 成都本地宝疯四页,2026-09-17,,仅有菜单事实（存在性/分类/组成），无任何营养数据。官方营养渠道被登录墙+签名反爬阻断，见品牌级 blocked_sources。,U,,肯德基 减脂; 肯德基 清凉绿豆饮 热量; 清凉绿豆饮 蛋白质,,drink; seasonal,menu_only,2026-09-18,single_item,,含糖量未知,,
kfc-cn-jiu-long-jin-yu-qing-ru-cha,肯德基,B,九龙金玉轻乳茶,milk tea (light milk),缤纷饮料,轻乳茶系列，另有黑糖珍珠轻乳茶。,1,份,,,,,,,,unknown,,,,,,,,,official_menu,https://bk.taobao.com/k/xishikuaican_10241/,西式快餐百科索引（逐字引用肯德基 App『套餐类型』字段）+ 5iKFC 2026-09 券档 + 成都本地宝疯四页,2026-09-17,,仅有菜单事实（存在性/分类/组成），无任何营养数据。官方营养渠道被登录墙+签名反爬阻断，见品牌级 blocked_sources。 MERCHANT_CLAIM 处理：『轻乳（营销标签）』仅为商家营销标签，已记入 merchant_claims 字段，未用于推导、调整或验证任何营养数值（schema 核心原则2）。,U,轻乳（营销标签）,肯德基 减脂; 肯德基 九龙金玉轻乳茶 热量; 九龙金玉轻乳茶 蛋白质,,drink; milk_tea,menu_only,2026-09-18,single_item,,『轻乳』为营销标签；含糖与奶量未知,,
kfc-cn-yang-zhi-gan-lu,肯德基,B,杨枝甘露,mango pomelo sago,缤纷饮料,杨枝甘露饮品。,1,份,,,,,,,,unknown,,,,,,,,,official_menu,https://bk.taobao.com/k/xishikuaican_10241/,西式快餐百科索引（逐字引用肯德基 App『套餐类型』字段）+ 5iKFC 2026-09 券档 + 成都本地宝疯四页,2026-09-17,,仅有菜单事实（存在性/分类/组成），无任何营养数据。官方营养渠道被登录墙+签名反爬阻断，见品牌级 blocked_sources。,U,,肯德基 减脂; 肯德基 杨枝甘露 热量; 杨枝甘露 蛋白质,,drink; dessert_drink; high_sugar,menu_only,2026-09-18,single_item,,,,
kfc-cn-nong-cui-mei-shi,肯德基,B,浓萃美式,concentrated cold-brew americano,肯悦咖啡,肯悦咖啡浓萃美式，另有全冰/超大杯规格。,1,份,,,,,,,,unknown,,,,,,,,,official_menu,https://bk.taobao.com/k/xishikuaican_10241/,西式快餐百科索引（逐字引用肯德基 App『套餐类型』字段）+ 5iKFC 2026-09 券档 + 成都本地宝疯四页,2026-09-17,,仅有菜单事实（存在性/分类/组成），无任何营养数据。官方营养渠道被登录墙+签名反爬阻断，见品牌级 blocked_sources。,U,,肯德基 减脂; 肯德基 浓萃美式 热量; 浓萃美式 蛋白质; 肯德基 减脂点单; 肯德基 低卡; 肯悦咖啡 热量; 肯德基 咖啡 无糖,,coffee; black_coffee; zero_calorie_candidate; diet_friendly,needs_estimation,2026-09-18,single_item,,杯型（中/大/超大）与冰量; 奶量与糖浆泵数; 未官方公开配方,,
kfc-cn-nong-cui-na-tie,肯德基,B,浓萃拿铁,concentrated cold-brew latte,肯悦咖啡,肯悦咖啡浓萃拿铁。,1,份,,,,,,,,unknown,,,,,,,,,official_menu,https://bk.taobao.com/k/xishikuaican_10241/,西式快餐百科索引（逐字引用肯德基 App『套餐类型』字段）+ 5iKFC 2026-09 券档 + 成都本地宝疯四页,2026-09-17,,仅有菜单事实（存在性/分类/组成），无任何营养数据。官方营养渠道被登录墙+签名反爬阻断，见品牌级 blocked_sources。,U,,肯德基 减脂; 肯德基 浓萃拿铁 热量; 浓萃拿铁 蛋白质; 肯悦咖啡 热量; 肯德基 咖啡 无糖,,coffee; latte; dairy,needs_estimation,2026-09-18,single_item,,杯型（中/大/超大）与冰量; 奶量与糖浆泵数; 未官方公开配方,,
kfc-cn-gui-xia-mei-shi,肯德基,B,瑰夏美式,geisha americano,肯悦咖啡,瑰夏豆美式。,1,份,,,,,,,,unknown,,,,,,,,,official_menu,https://bk.taobao.com/k/xishikuaican_10241/,西式快餐百科索引（逐字引用肯德基 App『套餐类型』字段）+ 5iKFC 2026-09 券档 + 成都本地宝疯四页,2026-09-17,,仅有菜单事实（存在性/分类/组成），无任何营养数据。官方营养渠道被登录墙+签名反爬阻断，见品牌级 blocked_sources。,U,,肯德基 减脂; 肯德基 瑰夏美式 热量; 瑰夏美式 蛋白质; 肯德基 减脂点单; 肯德基 低卡; 肯悦咖啡 热量; 肯德基 咖啡 无糖,,coffee; black_coffee; diet_friendly,needs_estimation,2026-09-18,single_item,,杯型（中/大/超大）与冰量; 奶量与糖浆泵数; 未官方公开配方,,
kfc-cn-gui-xia-na-tie,肯德基,B,瑰夏拿铁,geisha latte,肯悦咖啡,瑰夏豆拿铁。,1,份,,,,,,,,unknown,,,,,,,,,official_menu,https://bk.taobao.com/k/xishikuaican_10241/,西式快餐百科索引（逐字引用肯德基 App『套餐类型』字段）+ 5iKFC 2026-09 券档 + 成都本地宝疯四页,2026-09-17,,仅有菜单事实（存在性/分类/组成），无任何营养数据。官方营养渠道被登录墙+签名反爬阻断，见品牌级 blocked_sources。,U,,肯德基 减脂; 肯德基 瑰夏拿铁 热量; 瑰夏拿铁 蛋白质; 肯悦咖啡 热量; 肯德基 咖啡 无糖,,coffee; latte; dairy,needs_estimation,2026-09-18,single_item,,杯型（中/大/超大）与冰量; 奶量与糖浆泵数; 未官方公开配方,,
kfc-cn-man-bei-sheng-ye-na-tie,肯德基,B,满杯生椰拿铁,coconut latte,肯悦咖啡,生椰拿铁，另有蜜桃/手摇/抹茶生椰版本。,1,份,,,,,,,,unknown,,,,,,,,,official_menu,https://bk.taobao.com/k/xishikuaican_10241/,西式快餐百科索引（逐字引用肯德基 App『套餐类型』字段）+ 5iKFC 2026-09 券档 + 成都本地宝疯四页,2026-09-17,,仅有菜单事实（存在性/分类/组成），无任何营养数据。官方营养渠道被登录墙+签名反爬阻断，见品牌级 blocked_sources。,U,,肯德基 减脂; 肯德基 满杯生椰拿铁 热量; 满杯生椰拿铁 蛋白质; 肯悦咖啡 热量; 肯德基 咖啡 无糖,,coffee; latte; coconut,needs_estimation,2026-09-18,single_item,,杯型（中/大/超大）与冰量; 奶量与糖浆泵数; 未官方公开配方,,
kfc-cn-qi-pao-mei-shi,肯德基,B,气泡美式,sparkling americano,肯悦咖啡,气泡美式系列（苹果/李桃/红颜草莓/血橙西柚/青苹果/百香菠菠芒/桃云驾雾/红苹果等风味）。,1,份,,,,,,,,unknown,,,,,,,,,official_menu,https://bk.taobao.com/k/xishikuaican_10241/,西式快餐百科索引（逐字引用肯德基 App『套餐类型』字段）+ 5iKFC 2026-09 券档 + 成都本地宝疯四页,2026-09-17,,仅有菜单事实（存在性/分类/组成），无任何营养数据。官方营养渠道被登录墙+签名反爬阻断，见品牌级 blocked_sources。,U,,肯德基 减脂; 肯德基 气泡美式 热量; 气泡美式 蛋白质; 肯悦咖啡 热量; 肯德基 咖啡 无糖,,coffee; sparkling; flavoured,needs_estimation,2026-09-18,single_item,,杯型（中/大/超大）与冰量; 奶量与糖浆泵数; 未官方公开配方,,
kfc-cn-mei-shi,肯德基,B,美式,americano,肯悦咖啡,堂食经典咖啡线美式。,1,份,,,,,,,,unknown,,,,,,,,,official_menu,https://bk.taobao.com/k/xishikuaican_10241/,西式快餐百科索引（逐字引用肯德基 App『套餐类型』字段）+ 5iKFC 2026-09 券档 + 成都本地宝疯四页,2026-09-17,,仅有菜单事实（存在性/分类/组成），无任何营养数据。官方营养渠道被登录墙+签名反爬阻断，见品牌级 blocked_sources。,U,,肯德基 减脂; 肯德基 美式 热量; 美式 蛋白质; 肯德基 减脂点单; 肯德基 低卡; 肯悦咖啡 热量; 肯德基 咖啡 无糖,,coffee; black_coffee; diet_friendly,needs_estimation,2026-09-18,single_item,,杯型（中/大/超大）与冰量; 奶量与糖浆泵数; 未官方公开配方,,
kfc-cn-na-tie,肯德基,B,拿铁,latte,肯悦咖啡,堂食经典咖啡线拿铁。,1,份,,,,,,,,unknown,,,,,,,,,official_menu,https://bk.taobao.com/k/xishikuaican_10241/,西式快餐百科索引（逐字引用肯德基 App『套餐类型』字段）+ 5iKFC 2026-09 券档 + 成都本地宝疯四页,2026-09-17,,仅有菜单事实（存在性/分类/组成），无任何营养数据。官方营养渠道被登录墙+签名反爬阻断，见品牌级 blocked_sources。,U,,肯德基 减脂; 肯德基 拿铁 热量; 拿铁 蛋白质; 肯悦咖啡 热量; 肯德基 咖啡 无糖,,coffee; latte; dairy,needs_estimation,2026-09-18,single_item,,杯型（中/大/超大）与冰量; 奶量与糖浆泵数; 未官方公开配方,,
kfc-cn-mo-ka,肯德基,B,摩卡,mocha,肯悦咖啡,堂食经典咖啡线摩卡。,1,份,,,,,,,,unknown,,,,,,,,,official_menu,https://bk.taobao.com/k/xishikuaican_10241/,西式快餐百科索引（逐字引用肯德基 App『套餐类型』字段）+ 5iKFC 2026-09 券档 + 成都本地宝疯四页,2026-09-17,,仅有菜单事实（存在性/分类/组成），无任何营养数据。官方营养渠道被登录墙+签名反爬阻断，见品牌级 blocked_sources。,U,,肯德基 减脂; 肯德基 摩卡 热量; 摩卡 蛋白质; 肯悦咖啡 热量; 肯德基 咖啡 无糖,,coffee; chocolate; high_sugar,needs_estimation,2026-09-18,single_item,,杯型（中/大/超大）与冰量; 奶量与糖浆泵数; 未官方公开配方,,
kfc-cn-ka-bu-qi-nuo,肯德基,B,卡布奇诺,cappuccino,肯悦咖啡,堂食经典咖啡线卡布奇诺。,1,份,,,,,,,,unknown,,,,,,,,,official_menu,https://bk.taobao.com/k/xishikuaican_10241/,西式快餐百科索引（逐字引用肯德基 App『套餐类型』字段）+ 5iKFC 2026-09 券档 + 成都本地宝疯四页,2026-09-17,,仅有菜单事实（存在性/分类/组成），无任何营养数据。官方营养渠道被登录墙+签名反爬阻断，见品牌级 blocked_sources。,U,,肯德基 减脂; 肯德基 卡布奇诺 热量; 卡布奇诺 蛋白质; 肯悦咖啡 热量; 肯德基 咖啡 无糖,,coffee; dairy,needs_estimation,2026-09-18,single_item,,杯型（中/大/超大）与冰量; 奶量与糖浆泵数; 未官方公开配方,,
kfc-cn-jiao-tang-ma-qi-duo,肯德基,B,焦糖玛奇朵,caramel macchiato,肯悦咖啡,堂食经典咖啡线焦糖玛奇朵。,1,份,,,,,,,,unknown,,,,,,,,,official_menu,https://bk.taobao.com/k/xishikuaican_10241/,西式快餐百科索引（逐字引用肯德基 App『套餐类型』字段）+ 5iKFC 2026-09 券档 + 成都本地宝疯四页,2026-09-17,,仅有菜单事实（存在性/分类/组成），无任何营养数据。官方营养渠道被登录墙+签名反爬阻断，见品牌级 blocked_sources。,U,,肯德基 减脂; 肯德基 焦糖玛奇朵 热量; 焦糖玛奇朵 蛋白质; 肯悦咖啡 热量; 肯德基 咖啡 无糖,,coffee; high_sugar,needs_estimation,2026-09-18,single_item,,杯型（中/大/超大）与冰量; 奶量与糖浆泵数; 未官方公开配方,,
kfc-cn-kpro-kao-ji-tui-rou-gu-wu-neng-liang-wan,肯德基,B,烤鸡腿肉烤蔬谷物能量碗（黑椒香草）,grilled chicken & vegetable grain power bowl,肯律轻食(KPRO),KPRO/肯律轻食业态的能量碗，29.9元套餐=1主食+1饮品。百胜中国自述 KPRO 曾『在产品菜单中试行卡路里信息标注』，但该标注未见公开 web 版本。,1,份,,,,,,,,unknown,,,,,,,,,official_menu,https://bk.taobao.com/k/xishikuaican_10241/,西式快餐百科索引（逐字引用肯德基 App『套餐类型』字段）+ 5iKFC 2026-09 券档 + 成都本地宝疯四页,2026-09-17,,仅有菜单事实（存在性/分类/组成），无任何营养数据。官方营养渠道被登录墙+签名反爬阻断，见品牌级 blocked_sources。 MERCHANT_CLAIM 处理：『轻食、能量碗、KPRO 试行卡路里标注（官方口径，未见公开数据）』仅为商家营销标签，已记入 merchant_claims 字段，未用于推导、调整或验证任何营养数值（schema 核心原则2）。,U,轻食; 能量碗; KPRO 试行卡路里标注（官方口径，未见公开数据）,肯德基 减脂; 肯德基 烤鸡腿肉烤蔬谷物能量碗（黑椒香草） 热量; 烤鸡腿肉烤蔬谷物能量碗（黑椒香草） 蛋白质,换无糖饮料; 酱汁另放,power_bowl; grilled_chicken; whole_grain; healthy_positioning; separate_format,menu_only,2026-09-18,single_item,,谷物与烤蔬实际克重; 酱汁份量; 仅 KPRO 门店供应，非普通肯德基门店,,
kfc-cn-kpro-hei-jiao-niu-rou-neng-liang-wan,肯德基,B,黑椒牛肉能量碗,black pepper beef power bowl,肯律轻食(KPRO),KPRO 能量碗。,1,份,,,,,,,,unknown,,,,,,,,,official_menu,https://bk.taobao.com/k/xishikuaican_10241/,西式快餐百科索引（逐字引用肯德基 App『套餐类型』字段）+ 5iKFC 2026-09 券档 + 成都本地宝疯四页,2026-09-17,,仅有菜单事实（存在性/分类/组成），无任何营养数据。官方营养渠道被登录墙+签名反爬阻断，见品牌级 blocked_sources。 MERCHANT_CLAIM 处理：『轻食、能量碗』仅为商家营销标签，已记入 merchant_claims 字段，未用于推导、调整或验证任何营养数值（schema 核心原则2）。,U,轻食; 能量碗,肯德基 减脂; 肯德基 黑椒牛肉能量碗 热量; 黑椒牛肉能量碗 蛋白质,,power_bowl; beef; healthy_positioning,menu_only,2026-09-18,single_item,,,,
kfc-cn-kpro-xiang-kao-san-wen-yu-neng-liang-wan,肯德基,B,香烤三文鱼能量碗,grilled salmon power bowl,肯律轻食(KPRO),KPRO 能量碗。,1,份,,,,,,,,unknown,,,,,,,,,official_menu,https://bk.taobao.com/k/xishikuaican_10241/,西式快餐百科索引（逐字引用肯德基 App『套餐类型』字段）+ 5iKFC 2026-09 券档 + 成都本地宝疯四页,2026-09-17,,仅有菜单事实（存在性/分类/组成），无任何营养数据。官方营养渠道被登录墙+签名反爬阻断，见品牌级 blocked_sources。 MERCHANT_CLAIM 处理：『轻食、能量碗』仅为商家营销标签，已记入 merchant_claims 字段，未用于推导、调整或验证任何营养数值（schema 核心原则2）。,U,轻食; 能量碗,肯德基 减脂; 肯德基 香烤三文鱼能量碗 热量; 香烤三文鱼能量碗 蛋白质,,power_bowl; seafood; omega3; healthy_positioning,menu_only,2026-09-18,single_item,,,,
kfc-cn-kpro-niu-you-guo-sha-la,肯德基,B,牛油果沙拉,avocado salad,肯律轻食(KPRO),KPRO 沙拉。,1,份,,,,,,,,unknown,,,,,,,,,official_menu,https://bk.taobao.com/k/xishikuaican_10241/,西式快餐百科索引（逐字引用肯德基 App『套餐类型』字段）+ 5iKFC 2026-09 券档 + 成都本地宝疯四页,2026-09-17,,仅有菜单事实（存在性/分类/组成），无任何营养数据。官方营养渠道被登录墙+签名反爬阻断，见品牌级 blocked_sources。 MERCHANT_CLAIM 处理：『轻食』仅为商家营销标签，已记入 merchant_claims 字段，未用于推导、调整或验证任何营养数值（schema 核心原则2）。,U,轻食,肯德基 减脂; 肯德基 牛油果沙拉 热量; 牛油果沙拉 蛋白质,,salad; vegetable; healthy_positioning,menu_only,2026-09-18,single_item,,沙拉酱份量是主要不确定源,,
kfc-cn-jing-dian-quan-jia-tong,肯德基,B,经典全家桶,classic family bucket,套餐/桶餐,肯德基中国标志性桶餐，2026-09 促销 59.9元。组成随档期微调。,1,份,,,,,,,,unknown,,,,,,,,,official_menu,https://bk.taobao.com/k/xishikuaican_10241/,西式快餐百科索引（逐字引用肯德基 App『套餐类型』字段）+ 5iKFC 2026-09 券档 + 成都本地宝疯四页,2026-09-17,,仅有菜单事实（存在性/分类/组成），无任何营养数据。官方营养渠道被登录墙+签名反爬阻断，见品牌级 blocked_sources。,U,,肯德基 减脂; 肯德基 经典全家桶 热量; 经典全家桶 蛋白质; 肯德基 高热量; 肯德基 避雷; 肯德基 套餐 怎么点; 肯德基 疯狂星期四,可乐换无糖; 减少炸鸡块数; 土豆泥去酱,combo; bucket; share_size; high_calorie,menu_only,2026-09-18,preset_combo,炸鸡=吮指原味鸡 5块; 翅类=香辣鸡翅 6块（翅中）; side=土豆泥 1份 + 香甜粟米棒 1份; drink=中杯百事可乐 3杯（可乐可免费换七喜/美年达）,套餐为多组件组合，总能量等于组件之和; 组件可自选，实际组合差异大; 饮品是否选无糖影响显著,,
kfc-cn-dan-ren-si-jian-tao,肯德基,B,单人四件套,single-person 4-piece set,套餐/桶餐,1汉堡+1小食，共 25 种组合。汉堡可选：汁汁双层嫩牛堡/汁汁和牛堡/香辣鸡腿堡/劲脆鸡腿堡/奥尔良烤鸡腿堡；小食可选：薯条(中)/吮指原味鸡/香辣鸡翅(对)/奥尔良烤翅(对)/黄金鸡块(5块)。,1,份,,,,,,,,unknown,,,,,,,,,official_menu,https://bk.taobao.com/k/xishikuaican_10241/,西式快餐百科索引（逐字引用肯德基 App『套餐类型』字段）+ 5iKFC 2026-09 券档 + 成都本地宝疯四页,2026-09-17,,仅有菜单事实（存在性/分类/组成），无任何营养数据。官方营养渠道被登录墙+签名反爬阻断，见品牌级 blocked_sources。,U,,肯德基 减脂; 肯德基 单人四件套 热量; 单人四件套 蛋白质; 肯德基 套餐 怎么点; 肯德基 疯狂星期四,选奥尔良烤鸡腿堡+奥尔良烤翅为相对低脂组合; 薯条换玉米杯,combo; single_serving,menu_only,2026-09-18,preset_combo,burger=5选1：汁汁双层嫩牛堡 / 汁汁和牛堡 / 香辣鸡腿堡 / 劲脆鸡腿堡 / 奥尔良烤鸡腿堡; side=5选1：薯条(中) / 吮指原味鸡 / 香辣鸡翅(对) / 奥尔良烤翅(对) / 黄金鸡块(5块),套餐为多组件组合，总能量等于组件之和; 组件可自选，实际组合差异大; 饮品是否选无糖影响显著,,
